"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD","ProductDescription","Quantity","NetWeight in KGM"
"H4","HUN","1001","Hungary","BEL","Belgium",2018,"Export",6,314.487,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","BEL","Belgium",2018,"Import",5,177.718,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","BGR","Bulgaria",2018,"Export",6,2999.767,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","BGR","Bulgaria",2018,"Import",5,136.081,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","CYP","Cyprus",2018,"Export",6,5218.531,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","CYP","Cyprus",2018,"Import",5,4.886,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","CZE","Czech Republic",2018,"Export",6,1979.774,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","CZE","Czech Republic",2018,"Import",5,551.568,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","DEU","Germany",2018,"Export",6,29922.821,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","DEU","Germany",2018,"Import",5,2045.961,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","DNK","Denmark",2018,"Export",6,225.139,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","DNK","Denmark",2018,"Import",5,61.112,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","ESP","Spain",2018,"Export",6,620.532,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","ESP","Spain",2018,"Import",5,134.733,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","EST","Estonia",2018,"Export",6,54.285,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","EST","Estonia",2018,"Import",5,8.51,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","FIN","Finland",2018,"Export",6,68.291,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","FIN","Finland",2018,"Import",5,22.834,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","FRA","France",2018,"Export",6,747.46,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","FRA","France",2018,"Import",5,4101.932,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","GRC","Greece",2018,"Export",6,11297.631,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","GRC","Greece",2018,"Import",5,30.784,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","HRV","Croatia",2018,"Export",6,24222.119,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","HRV","Croatia",2018,"Import",5,599.521,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","IRL","Ireland",2018,"Export",6,57.724,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","IRL","Ireland",2018,"Import",5,20.353,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","ITA","Italy",2018,"Export",6,189492.445,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","ITA","Italy",2018,"Import",5,751.386,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","LTU","Lithuania",2018,"Export",6,87.855,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","LTU","Lithuania",2018,"Import",5,28.971,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","LUX","Luxembourg",2018,"Export",6,34.638,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","LUX","Luxembourg",2018,"Import",5,8.494,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","LVA","Latvia",2018,"Export",6,35.625,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","LVA","Latvia",2018,"Import",5,10.83,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","MLT","Malta",2018,"Export",6,968.049,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","MLT","Malta",2018,"Import",5,3.949,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","NLD","Netherlands",2018,"Export",6,12733.737,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","NLD","Netherlands",2018,"Import",5,347.972,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","POL","Poland",2018,"Export",6,3830.659,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","POL","Poland",2018,"Import",5,613.732,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","PRT","Portugal",2018,"Export",6,30.054,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","PRT","Portugal",2018,"Import",5,14.237,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","ROM","Romania",2018,"Export",6,52386.32,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","ROM","Romania",2018,"Import",5,2391.621,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","SVK","Slovak Republic",2018,"Export",6,8182.05,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","SVK","Slovak Republic",2018,"Import",5,26009.154,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","SVN","Slovenia",2018,"Export",6,18920.659,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","SVN","Slovenia",2018,"Import",5,240.159,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","SWE","Sweden",2018,"Export",6,322.549,"Wheat and meslin.",0,0
"H4","HUN","1001","Hungary","SWE","Sweden",2018,"Import",5,85.166,"Wheat and meslin.",0,0
"H4","HUN","1006","Hungary","AUT","Austria",2018,"Export",6,80.463,"Rice.",0,0
"H4","HUN","1006","Hungary","AUT","Austria",2018,"Import",5,473.717,"Rice.",0,0
"H4","HUN","1006","Hungary","BEL","Belgium",2018,"Export",6,5.592,"Rice.",0,0
"H4","HUN","1006","Hungary","BEL","Belgium",2018,"Import",5,813.459,"Rice.",0,0
"H4","HUN","1006","Hungary","BGR","Bulgaria",2018,"Export",6,25.166,"Rice.",0,0
"H4","HUN","1006","Hungary","BGR","Bulgaria",2018,"Import",5,89.806,"Rice.",0,0
"H4","HUN","1006","Hungary","CYP","Cyprus",2018,"Export",6,1.345,"Rice.",0,0
"H4","HUN","1006","Hungary","CYP","Cyprus",2018,"Import",5,0.238,"Rice.",0,0
"H4","HUN","1006","Hungary","CZE","Czech Republic",2018,"Export",6,70.005,"Rice.",0,0
"H4","HUN","1006","Hungary","CZE","Czech Republic",2018,"Import",5,1159.151,"Rice.",0,0
"H4","HUN","1006","Hungary","DEU","Germany",2018,"Export",6,1302.592,"Rice.",0,0
"H4","HUN","1006","Hungary","DEU","Germany",2018,"Import",5,4008.523,"Rice.",0,0
"H4","HUN","1006","Hungary","DNK","Denmark",2018,"Export",6,3.575,"Rice.",0,0
"H4","HUN","1006","Hungary","DNK","Denmark",2018,"Import",5,10.406,"Rice.",0,0
"H4","HUN","1006","Hungary","ESP","Spain",2018,"Export",6,3.265,"Rice.",0,0
"H4","HUN","1006","Hungary","ESP","Spain",2018,"Import",5,49.304,"Rice.",0,0
"H4","HUN","1006","Hungary","EST","Estonia",2018,"Export",6,22.752,"Rice.",0,0
"H4","HUN","1006","Hungary","EST","Estonia",2018,"Import",5,0.478,"Rice.",0,0
"H4","HUN","1006","Hungary","FIN","Finland",2018,"Export",6,1.206,"Rice.",0,0
"H4","HUN","1006","Hungary","FIN","Finland",2018,"Import",5,4.114,"Rice.",0,0
"H4","HUN","1006","Hungary","FRA","France",2018,"Export",6,10.906,"Rice.",0,0
"H4","HUN","1006","Hungary","FRA","France",2018,"Import",5,396.846,"Rice.",0,0
"H4","HUN","1006","Hungary","GRC","Greece",2018,"Export",6,2.436,"Rice.",0,0
"H4","HUN","1006","Hungary","GRC","Greece",2018,"Import",5,1228.534,"Rice.",0,0
"H4","HUN","1006","Hungary","HRV","Croatia",2018,"Export",6,42.926,"Rice.",0,0
"H4","HUN","1006","Hungary","HRV","Croatia",2018,"Import",5,13.986,"Rice.",0,0
"H4","HUN","1006","Hungary","IRL","Ireland",2018,"Export",6,0.859,"Rice.",0,0
"H4","HUN","1006","Hungary","IRL","Ireland",2018,"Import",5,3.289,"Rice.",0,0
"H4","HUN","1006","Hungary","ITA","Italy",2018,"Export",6,53.186,"Rice.",0,0
"H4","HUN","1006","Hungary","ITA","Italy",2018,"Import",5,10985.16,"Rice.",0,0
"H4","HUN","1006","Hungary","LTU","Lithuania",2018,"Export",6,2.184,"Rice.",0,0
"H4","HUN","1006","Hungary","LTU","Lithuania",2018,"Import",5,69.51,"Rice.",0,0
"H4","HUN","1006","Hungary","LUX","Luxembourg",2018,"Export",6,0.615,"Rice.",0,0
"H4","HUN","1006","Hungary","LVA","Latvia",2018,"Export",6,0.793,"Rice.",0,0
"H4","HUN","1006","Hungary","LVA","Latvia",2018,"Import",5,0.815,"Rice.",0,0
"H4","HUN","1006","Hungary","MLT","Malta",2018,"Export",6,0.385,"Rice.",0,0
"H4","HUN","1006","Hungary","MLT","Malta",2018,"Import",5,0.185,"Rice.",0,0
"H4","HUN","1006","Hungary","NLD","Netherlands",2018,"Export",6,11.438,"Rice.",0,0
"H4","HUN","1006","Hungary","NLD","Netherlands",2018,"Import",5,405.32,"Rice.",0,0
"H4","HUN","1006","Hungary","POL","Poland",2018,"Export",6,90.298,"Rice.",0,0
"H4","HUN","1006","Hungary","POL","Poland",2018,"Import",5,2291.038,"Rice.",0,0
"H4","HUN","1006","Hungary","PRT","Portugal",2018,"Export",6,0.637,"Rice.",0,0
"H4","HUN","1006","Hungary","PRT","Portugal",2018,"Import",5,4.994,"Rice.",0,0
"H4","HUN","1006","Hungary","ROM","Romania",2018,"Export",6,1477.757,"Rice.",0,0
"H4","HUN","1006","Hungary","ROM","Romania",2018,"Import",5,129.65,"Rice.",0,0
"H4","HUN","1006","Hungary","SVK","Slovak Republic",2018,"Export",6,1473.537,"Rice.",0,0
"H4","HUN","1006","Hungary","SVK","Slovak Republic",2018,"Import",5,4065.148,"Rice.",0,0
"H4","HUN","1006","Hungary","SVN","Slovenia",2018,"Export",6,65.099,"Rice.",0,0
"H4","HUN","1006","Hungary","SVN","Slovenia",2018,"Import",5,1137.155,"Rice.",0,0
"H4","HUN","1006","Hungary","SWE","Sweden",2018,"Export",6,5.795,"Rice.",0,0
"H4","HUN","1006","Hungary","SWE","Sweden",2018,"Import",5,14.733,"Rice.",0,0
"H4","IRL","0207","Ireland","AUT","Austria",2018,"Export",6,229.288,"Meat and edible offal, of the poult",228576.036,228576
"H4","IRL","0207","Ireland","BEL","Belgium",2018,"Export",6,46.461,"Meat and edible offal, of the poult",15800,15800
"H4","IRL","0207","Ireland","BEL","Belgium",2018,"Import",5,7475.873,"Meat and edible offal, of the poult",1663861,1663861
"H4","IRL","0207","Ireland","BGR","Bulgaria",2018,"Import",5,132.387,"Meat and edible offal, of the poult",67797,67797
"H4","IRL","0207","Ireland","CYP","Cyprus",2018,"Export",6,0.983,"Meat and edible offal, of the poult",876,876
"H4","IRL","0207","Ireland","DEU","Germany",2018,"Export",6,1670.872,"Meat and edible offal, of the poult",400447.651,400448
"H4","IRL","0207","Ireland","DEU","Germany",2018,"Import",5,36400.553,"Meat and edible offal, of the poult",7232181,7232181
"H4","IRL","0207","Ireland","DNK","Denmark",2018,"Export",6,3531.455,"Meat and edible offal, of the poult",5535690,5535690
"H4","IRL","0207","Ireland","DNK","Denmark",2018,"Import",5,137.256,"Meat and edible offal, of the poult",29111,29111
"H4","IRL","0207","Ireland","ESP","Spain",2018,"Import",5,86.036,"Meat and edible offal, of the poult",16629,16629
"H4","IRL","0207","Ireland","FIN","Finland",2018,"Import",5,17.968,"Meat and edible offal, of the poult",20900,20900
"H4","IRL","0207","Ireland","FRA","France",2018,"Export",6,6673.562,"Meat and edible offal, of the poult",4170402.604,4170403
"H4","IRL","0207","Ireland","FRA","France",2018,"Import",5,4455.138,"Meat and edible offal, of the poult",1013221,1013221
"H4","IRL","0207","Ireland","GRC","Greece",2018,"Export",6,62.198,"Meat and edible offal, of the poult",21975.016,21975
"H4","IRL","0207","Ireland","HUN","Hungary",2018,"Export",6,131.803,"Meat and edible offal, of the poult",27878,27878
"H4","IRL","0207","Ireland","HUN","Hungary",2018,"Import",5,2313.013,"Meat and edible offal, of the poult",533745,533745
"H4","IRL","0207","Ireland","IRL","Ireland",2018,"Import",5,0,"Meat and edible offal, of the poult",0,0
"H4","IRL","0207","Ireland","ITA","Italy",2018,"Export",6,31.442,"Meat and edible offal, of the poult",19741.958,19742
"H4","IRL","0207","Ireland","ITA","Italy",2018,"Import",5,3717.653,"Meat and edible offal, of the poult",1864999,1864999
"H4","IRL","0207","Ireland","LTU","Lithuania",2018,"Import",5,9.087,"Meat and edible offal, of the poult",2852,2852
"H4","IRL","0207","Ireland","LVA","Latvia",2018,"Import",5,18.915,"Meat and edible offal, of the poult",7791,7791
"H4","IRL","0207","Ireland","NLD","Netherlands",2018,"Export",6,2801.348,"Meat and edible offal, of the poult",2296532.938,2296533
"H4","IRL","0207","Ireland","NLD","Netherlands",2018,"Import",5,161126.687,"Meat and edible offal, of the poult",36186324,36186324
"H4","IRL","0207","Ireland","POL","Poland",2018,"Export",6,27.991,"Meat and edible offal, of the poult",38025,38025
"H4","IRL","0207","Ireland","POL","Poland",2018,"Import",5,24447.959,"Meat and edible offal, of the poult",6279925,6279925
"H4","IRL","0207","Ireland","ROM","Romania",2018,"Import",5,389.358,"Meat and edible offal, of the poult",100182,100182
"H4","IRL","0207","Ireland","SVN","Slovenia",2018,"Import",5,5.721,"Meat and edible offal, of the poult",1036,1036
"H4","IRL","0207","Ireland","SWE","Sweden",2018,"Export",6,6.546,"Meat and edible offal, of the poult",2312.742,2313
"H4","IRL","0207","Ireland","SWE","Sweden",2018,"Import",5,21.597,"Meat and edible offal, of the poult",24087,24087
"H4","IRL","1001","Ireland","BGR","Bulgaria",2018,"Import",5,13914.946,"Wheat and meslin.",61248100,61248100
"H4","IRL","1001","Ireland","DEU","Germany",2018,"Import",5,4055.897,"Wheat and meslin.",20290425,20290425
"H4","IRL","1001","Ireland","DNK","Denmark",2018,"Import",5,10887.993,"Wheat and meslin.",51306120,51306120
"H4","IRL","1001","Ireland","EST","Estonia",2018,"Import",5,3902.069,"Wheat and meslin.",18459000,18459000
"H4","IRL","1001","Ireland","FIN","Finland",2018,"Export",6,0.435,"Wheat and meslin.",403,403
"H4","IRL","1001","Ireland","FIN","Finland",2018,"Import",5,2226.039,"Wheat and meslin.",12896000,12896000
"H4","IRL","1001","Ireland","FRA","France",2018,"Import",5,23091.952,"Wheat and meslin.",98225284,98225284
"H4","IRL","1001","Ireland","HUN","Hungary",2018,"Import",5,90.695,"Wheat and meslin.",151875,151875
"H4","IRL","1001","Ireland","ITA","Italy",2018,"Import",5,804.624,"Wheat and meslin.",3449620,3449620
"H4","IRL","1001","Ireland","LTU","Lithuania",2018,"Import",5,947.857,"Wheat and meslin.",4410000,4410000
"H4","IRL","1001","Ireland","LVA","Latvia",2018,"Import",5,5723.529,"Wheat and meslin.",25561400,25561400
"H4","IRL","1001","Ireland","NLD","Netherlands",2018,"Import",5,1163.55,"Wheat and meslin.",5757600,5757600
"H4","IRL","1001","Ireland","POL","Poland",2018,"Import",5,532.38,"Wheat and meslin.",2628600,2628600
"H4","IRL","1001","Ireland","ROM","Romania",2018,"Import",5,6536.639,"Wheat and meslin.",28262000,28262000
"H4","IRL","1001","Ireland","SWE","Sweden",2018,"Import",5,5025.889,"Wheat and meslin.",24402700,24402700
"H4","IRL","1006","Ireland","BEL","Belgium",2018,"Import",5,3121.202,"Rice.",2521628,2521628
"H4","IRL","1006","Ireland","BGR","Bulgaria",2018,"Import",5,75.399,"Rice.",32131,32131
"H4","IRL","1006","Ireland","CYP","Cyprus",2018,"Export",6,2.28,"Rice.",521,521
"H4","IRL","1006","Ireland","DEU","Germany",2018,"Export",6,27.232,"Rice.",23040,23040
"H4","IRL","1006","Ireland","DEU","Germany",2018,"Import",5,564.164,"Rice.",386986,386986
"H4","IRL","1006","Ireland","ESP","Spain",2018,"Import",5,1611.347,"Rice.",2443895,2443895
"H4","IRL","1006","Ireland","FRA","France",2018,"Export",6,1.346,"Rice.",395,395
"H4","IRL","1006","Ireland","FRA","France",2018,"Import",5,627.816,"Rice.",452141,452141
"H4","IRL","1006","Ireland","GRC","Greece",2018,"Import",5,43.583,"Rice.",64200,64200
"H4","IRL","1006","Ireland","ITA","Italy",2018,"Export",6,7.89,"Rice.",2556,2556
"H4","IRL","1006","Ireland","ITA","Italy",2018,"Import",5,2091.695,"Rice.",1570932,1570932
"H4","IRL","1006","Ireland","LTU","Lithuania",2018,"Import",5,4.538,"Rice.",7096,7096
"H4","IRL","1006","Ireland","MLT","Malta",2018,"Export",6,13.381,"Rice.",1929,1929
"H4","IRL","1006","Ireland","NLD","Netherlands",2018,"Export",6,161.101,"Rice.",138943,138943
"H4","IRL","1006","Ireland","NLD","Netherlands",2018,"Import",5,3771.149,"Rice.",2922992,2922992
"H4","IRL","1006","Ireland","POL","Poland",2018,"Import",5,124.013,"Rice.",54940,54940
"H4","ITA","0207","Italy","AUT","Austria",2018,"Export",6,25985.649,"Meat and edible offal, of the poult",5991820,5991820
"H4","ITA","0207","Italy","AUT","Austria",2018,"Import",5,2212.36,"Meat and edible offal, of the poult",510009,510009
"H4","ITA","0207","Italy","BEL","Belgium",2018,"Export",6,4413.201,"Meat and edible offal, of the poult",2319069,2319069
"H4","ITA","0207","Italy","BEL","Belgium",2018,"Import",5,582.565,"Meat and edible offal, of the poult",503024,503024
"H4","ITA","0207","Italy","BGR","Bulgaria",2018,"Export",6,3742.683,"Meat and edible offal, of the poult",2007988,2007988
"H4","ITA","0207","Italy","BGR","Bulgaria",2018,"Import",5,1488.053,"Meat and edible offal, of the poult",797971,797971
"H4","ITA","0207","Italy","CYP","Cyprus",2018,"Export",6,267.68,"Meat and edible offal, of the poult",89575,89575
"H4","ITA","0207","Italy","CZE","Czech Republic",2018,"Export",6,677.362,"Meat and edible offal, of the poult",221867,221867
"H4","ITA","0207","Italy","CZE","Czech Republic",2018,"Import",5,211.424,"Meat and edible offal, of the poult",257044,257044
"H4","ITA","0207","Italy","DEU","Germany",2018,"Export",6,150277.966,"Meat and edible offal, of the poult",40683650,40683650
"H4","ITA","0207","Italy","DEU","Germany",2018,"Import",5,53951.914,"Meat and edible offal, of the poult",25206972,25206972
"H4","ITA","0207","Italy","DNK","Denmark",2018,"Export",6,611.1,"Meat and edible offal, of the poult",216486,216486
"H4","ITA","0207","Italy","DNK","Denmark",2018,"Import",5,129.874,"Meat and edible offal, of the poult",98585,98585
"H4","ITA","0207","Italy","ESP","Spain",2018,"Export",6,6999.322,"Meat and edible offal, of the poult",2464718,2464718
"H4","ITA","0207","Italy","ESP","Spain",2018,"Import",5,7245.792,"Meat and edible offal, of the poult",3462301,3462301
"H4","ITA","0207","Italy","EST","Estonia",2018,"Export",6,4.426,"Meat and edible offal, of the poult",934,934
"H4","ITA","0207","Italy","EST","Estonia",2018,"Import",5,1000.99,"Meat and edible offal, of the poult",534551,534551
"H4","ITA","0207","Italy","FIN","Finland",2018,"Export",6,5.095,"Meat and edible offal, of the poult",1041,1041
"H4","ITA","0207","Italy","FRA","France",2018,"Export",6,18151.099,"Meat and edible offal, of the poult",6210594,6210594
"H4","ITA","0207","Italy","FRA","France",2018,"Import",5,11050.987,"Meat and edible offal, of the poult",2300972,2300972
"H4","ITA","0207","Italy","GRC","Greece",2018,"Export",6,32328.659,"Meat and edible offal, of the poult",13497280,13497280
"H4","ITA","0207","Italy","GRC","Greece",2018,"Import",5,5073.792,"Meat and edible offal, of the poult",2354608,2354608
"H4","ITA","0207","Italy","HRV","Croatia",2018,"Export",6,2425.487,"Meat and edible offal, of the poult",1056068,1056068
"H4","ITA","0207","Italy","HUN","Hungary",2018,"Export",6,167.182,"Meat and edible offal, of the poult",170399,170399
"H4","ITA","0207","Italy","HUN","Hungary",2018,"Import",5,18837.051,"Meat and edible offal, of the poult",4926352,4926352
"H4","ITA","0207","Italy","IRL","Ireland",2018,"Export",6,5266.813,"Meat and edible offal, of the poult",1233378,1233378
"H4","ITA","0207","Italy","IRL","Ireland",2018,"Import",5,16.219,"Meat and edible offal, of the poult",1988,1988
"H4","ITA","0207","Italy","LTU","Lithuania",2018,"Export",6,11.375,"Meat and edible offal, of the poult",20014,20014
"H4","ITA","0207","Italy","LTU","Lithuania",2018,"Import",5,603.994,"Meat and edible offal, of the poult",163838,163838
"H4","ITA","0207","Italy","LUX","Luxembourg",2018,"Export",6,0.89,"Meat and edible offal, of the poult",104,104
